Account__c|Product__c|Daily_Sales__c|MTD_Sales__c|QTD_Sales__c|FYTD_Sales__c
147110|00517-0720-01|0|0|371|371
147110|00517-0740-20|0|0|453.6|453.6
147110|00517-1020-25|0|0|807.75|807.75
147110|00517-1075-01|0|0|108.81|108.81
147110|00517-2310-05|0|0|540|540
147110|00517-3030-01|0|0|509|509
147110|00517-4201-25|0|0|1745|1745
147110|00517-6710-10|0|0|202.1|202.1
147110|00517-7315-25|0|0|651|651
147114|00517-0650-01|0|0|1599.88|1599.88
147267|00517-1001-25|0|0|4578|4578
147267|00517-4620-25|3660|3660|8540|8540
147267|00517-9702-25|0|0|2124|2124
147490|00517-0374-05|0|0|880|880
147490|00517-0650-01|0|0|11199.16|11199.16
147490|00517-0720-01|0|0|371|371
147490|00517-0740-20|453.6|453.6|907.2|907.2
147490|00517-0799-01|0|0|445.2|445.2
147490|00517-1980-05|0|0|72.06|72.06
147490|00517-2340-10|0|0|16380|16380
147490|00517-2340-99|0|0|5220|5220
147490|00517-4300-01|0|0|9302.4|9302.4
147490|00517-4602-25|0|0|357.63|357.63
147490|00517-7315-25|0|0|996.75|996.75
147510|00517-0420-01|0|0|222.92|222.92
147512|00517-0650-01|0|0|1300|1300
147512|00517-2310-05|0|0|230|230
147512|00517-2340-10|0|0|460|460
147538|00517-0650-01|0|0|2225.72|2225.72
147538|00517-6560-05|0|0|21867.3|21867.3
147538|00517-9305-25|0|0|74636.5|74636.5
147584|00517-0031-25|0|0|197.78|197.78
147584|00517-0374-05|0|0|581.08|581.08
147584|00517-0420-01|0|0|187.83|187.83
147584|00517-0650-01|1150|1150|19549.95|19549.95
147584|00517-0720-01|0|0|2709.06|2709.06
147584|00517-0740-20|76.67|76.67|76.67|76.67
147584|00517-1004-25|0|0|3933.27|3933.27
147584|00517-2340-10|0|0|9770|9770
147584|00517-2502-10|0|0|81.15|81.15
147584|00517-4300-01|3708|3708|62411.05|62411.05
147584|00517-7604-25|0|0|558.32|558.32
147584|00517-9702-25|78.09|78.09|390.45|390.45
147603|00517-0650-01|0|0|5608.28|5608.28
147603|00517-1004-25|0|0|504.5|504.5
147603|00517-2340-10|0|0|13830|13830
147625|00517-0374-05|0|0|9680|9680
147625|00517-0420-01|0|0|290.46|290.46
147625|00517-0650-01|0|0|45627.26|45627.26
147625|00517-0710-01|0|0|3609.62|3609.62
147625|00517-0720-01|458.52|458.52|7374.53|7374.53
147625|00517-0740-20|0|0|2268|2268
147625|00517-1004-25|0|0|570|570
147625|00517-2340-10|360|360|6840|6840
147625|00517-4002-25|0|0|15157.5|15157.5
147625|00517-4300-01|0|0|4186.08|4186.08
147625|00517-6710-10|0|0|656.4|656.4
147625|00517-7305-25|0|0|475.5|475.5
147625|00517-7504-25|0|0|9262.5|9262.5
147625|00517-9120-25|0|0|3800|3800
147683|00517-0374-05|0|0|3080|3080
147683|00517-0720-01|0|0|917.04|917.04
147683|00517-0740-20|0|0|1360.8|1360.8
147683|00517-0791-01|305.68|305.68|573.15|573.15
147683|00517-2340-25|0|0|10120|10120
147683|00517-4300-01|0|0|8372.16|8372.16
147683|00517-9702-25|0|0|537.42|537.42
147699|00517-1075-01|0|0|7539|7539
147699|00517-2340-10|0|0|1620|1620
147699|00517-9305-25|0|0|52320|52320
147765|00517-2340-10|0|0|180|180
147765|00517-9305-25|13080|13080|31392|31392
147770|00517-1045-05|0|0|540|540
147770|00517-9305-25|0|0|28776|28776
147803|00517-0031-25|0|0|1710|1710
147803|00517-9305-25|0|0|97446|97446
147804|00517-2340-10|0|0|540|540
147804|00517-9305-25|0|0|91560|91560
147808|00517-6560-05|0|0|10685.5|10685.5
147808|00517-7350-25|5501|5501|16503|16503
147899|00517-6560-05|0|0|8503.95|8503.95
147899|00517-9305-25|0|0|7926|7926
148043|00517-9305-25|0|0|10464|10464
148065|00517-2340-10|0|0|3846.59|3846.59
148065|00517-7604-25|0|0|1650|1650
148065|00517-9305-25|0|0|736|736
148069|00517-0720-01|0|0|448.11|448.11
148069|00517-0740-20|0|0|1478.4|1478.4
148069|00517-6560-05|0|0|17023.5|17023.5
148069|00517-9302-25|0|0|12308|12308
148075|00517-2340-10|0|0|180|180
148075|00517-9305-25|0|0|78480|78480
148076|00517-0650-01|0|0|6286.5|6286.5
148076|00517-2340-10|0|0|360|360
148076|00517-9305-25|6540|6540|52320|52320
148081|00517-0374-05|0|0|1349.3|1349.3
148081|00517-0955-01|0|0|120.01|120.01
148081|00517-4002-25|0|0|831|831
148081|00517-6560-05|0|0|21371|21371
148084|00517-0031-25|0|0|57|57
148084|00517-9305-25|0|0|54282|54282
148089|00517-6560-05|0|0|4859.4|4859.4
148089|00517-9305-25|0|0|28776|28776
148093|00517-0031-25|0|0|114|114
148093|00517-0650-01|0|0|2514.6|2514.6
148093|00517-2340-10|0|0|180|180
148093|00517-9305-25|0|0|75210|75210
148117|00517-0720-01|0|0|1575.61|1575.61
148117|00517-0740-20|0|0|1437.47|1437.47
148121|00517-2310-05|0|0|1080|1080
148121|00517-2340-10|0|0|720|720
148121|00517-6560-05|0|0|23508.1|23508.1
148121|00517-9302-25|0|0|1887|1887
148121|00517-9305-25|0|0|44160|44160
148159|00517-0740-20|0|0|571.2|571.2
148159|00517-1045-05|0|0|94.17|94.17
148159|00517-2310-05|0|0|5700|5700
148159|00517-2340-25|0|0|880|880
148159|00517-5601-25|0|0|1684|1684
148159|00517-7504-25|58.97|58.97|648.67|648.67
148159|00517-9120-25|0|0|378.86|378.86
148159|00517-9702-25|0|0|1794.13|1794.13
148162|00517-1020-25|0|0|1250|1250
148162|00517-4810-25|0|0|372.28|372.28
148162|00517-7305-25|0|0|1335.75|1335.75
148185|00517-9302-25|629|629|1887|1887
148185|00517-9305-25|0|0|41216|41216
148189|00517-1004-25|0|0|252.25|252.25
148203|00517-0720-01|0|0|2483.65|2483.65
148203|00517-0955-01|44.56|44.56|200.52|200.52
148203|00517-4300-01|0|0|4651.2|4651.2
148203|00517-4810-25|0|0|372.28|372.28
148203|00517-9302-25|0|0|1657.5|1657.5
148203|00517-9305-25|0|0|3371.25|3371.25
148203|00517-9702-25|0|0|356.16|356.16
148289|00517-0710-01|0|0|2340|2340
148289|00517-0720-01|0|0|38.21|38.21
148289|00517-0955-01|0|0|712.96|712.96
148289|00517-3030-01|0|0|5550|5550
148289|00517-4002-25|0|0|831|831
148289|00517-4810-25|0|0|744.56|744.56
148359|00517-0374-05|0|0|1349.3|1349.3
148359|00517-0650-01|0|0|6569.22|6569.22
148359|00517-0720-01|0|0|1986.92|1986.92
148359|00517-0955-01|0|0|590.42|590.42
148359|00517-1001-25|0|0|384.66|384.66
148359|00517-1045-05|0|0|275.2|275.2
148359|00517-1980-05|133|133|399|399
148359|00517-3030-01|0|0|2025|2025
148359|00517-6560-05|1309.5|1309.5|9166.5|9166.5
148359|00517-7305-25|0|0|890.5|890.5
148359|00517-7315-25|675|675|675|675
148359|00517-9302-25|0|0|1105|1105
148359|00517-9702-25|178.08|178.08|2493.12|2493.12
148372|00517-2310-05|0|0|180|180
148523|00517-0374-05|0|0|2640|2640
148523|00517-2310-05|180|180|6660|6660
148523|00517-3030-01|0|0|450|450
148523|00517-7315-25|0|0|332.25|332.25
148644|00517-1001-25|0|0|541.32|541.32
148662|00517-0374-05|0|0|674.65|674.65
148662|00517-0710-01|0|0|2340|2340
148662|00517-0720-01|0|0|2431.6|2431.6
148662|00517-0740-20|0|0|1932|1932
148662|00517-0955-01|0|0|2889.58|2889.58
148662|00517-1001-25|0|0|192.33|192.33
148662|00517-1004-25|0|0|252.25|252.25
148662|00517-1075-01|0|0|326.43|326.43
148662|00517-6710-10|0|0|152.16|152.16
148721|00517-6560-05|0|0|31586.1|31586.1
148721|00517-9302-25|0|0|41914|41914
148721|00517-9305-25|0|0|105680|105680
148803|00517-0720-01|0|0|496.73|496.73
148803|00517-7315-25|0|0|1687.5|1687.5
148803|00517-7604-25|0|0|1237.5|1237.5
148803|00517-9120-25|0|0|400|400
149099|00517-0710-01|0|0|1031.32|1031.32
149099|00517-0720-01|0|0|382.1|382.1
149099|00517-0740-20|0|0|1814.4|1814.4
149099|00517-0791-01|0|0|573.15|573.15
149099|00517-2340-10|0|0|900|900
149099|00517-2340-25|0|0|440|440
149099|00517-7604-25|0|0|137.5|137.5
149099|00517-9305-25|0|0|1321|1321
149099|00517-9702-25|0|0|716.56|716.56
149136|00517-0650-01|0|0|12799.04|12799.04
149136|00517-2310-05|0|0|180|180
149136|00517-6710-10|0|0|54.7|54.7
149183|00517-0740-20|0|0|453.6|453.6
149183|00517-0799-01|0|0|519.4|519.4
149183|00517-2340-10|0|0|720|720
149183|00517-2340-99|0|0|4860|4860
149183|00517-4300-01|0|0|16279.2|16279.2
149183|00517-4810-25|0|0|340.5|340.5
149218|00517-0650-01|0|0|1144.56|1144.56
149347|00517-4201-25|0|0|3315.25|3315.25
149347|00517-9305-25|0|0|1472|1472
149401|00517-4201-25|0|0|1274.25|1274.25
149444|00517-0650-01|0|0|6677.16|6677.16
149444|00517-2340-25|0|0|7040|7040
149500|00517-0720-01|0|0|458.52|458.52
149500|00517-4201-25|0|0|981|981
149500|00517-4810-25|0|0|1056.5|1056.5
149500|00517-5601-25|0|0|842|842
149500|00517-7305-25|0|0|598|598
149500|00517-9302-25|0|0|552.25|552.25
149500|00517-9305-25|0|0|4721.5|4721.5
149531|00517-0420-01|597.8|597.8|32990.68|32990.68
149531|00517-0440-01|0|0|10012.16|10012.16
149553|00517-0720-01|0|0|7718.42|7718.42
149703|00517-0420-01|0|0|557.3|557.3
149703|00517-0720-01|0|0|2385.54|2385.54
149703|00517-1001-25|0|0|381.5|381.5
149703|00517-1004-25|0|0|5159|5159
149703|00517-1820-01|2666|2666|23104.4|23104.4
149703|00517-4201-25|0|0|2778.25|2778.25
149703|00517-6560-05|0|0|4274.2|4274.2
149703|00517-6710-10|0|0|8259.7|8259.7
149703|00517-7315-25|0|0|11812.5|11812.5
149703|00517-9120-25|2000|2000|6200|6200
149703|00517-9305-25|2943|2943|2943|2943
149703|00517-9702-25|0|0|6207.5|6207.5
149789|00517-0374-05|0|0|1760|1760
149789|00517-0720-01|0|0|382.1|382.1
149789|00517-0740-20|0|0|1814.4|1814.4
149789|00517-1004-25|0|0|228|228
149789|00517-2310-05|0|0|13140|13140
149789|00517-2340-10|0|0|900|900
149789|00517-2340-25|0|0|6600|6600
149789|00517-9305-25|0|0|660.5|660.5
149789|00517-9702-25|0|0|2507.96|2507.96
149814|00517-0031-25|0|0|19.26|19.26
149814|00517-0650-01|0|0|1150|1150
149814|00517-2310-05|0|0|2250|2250
149841|00517-0650-01|0|0|1144.16|1144.16
149841|00517-0720-01|0|0|802.41|802.41
149841|00517-0955-01|0|0|167.1|167.1
149841|00517-1004-25|118.56|118.56|118.56|118.56
149841|00517-4002-25|0|0|2525.25|2525.25
149841|00517-4201-25|0|0|468|468
149841|00517-7504-25|0|0|1518|1518
149841|00517-9305-25|0|0|2697|2697
149841|00517-9702-25|0|0|178.08|178.08
149877|00517-0720-01|0|0|2139.76|2139.76
149877|00517-0740-20|0|0|2721.6|2721.6
149877|00517-0955-01|111.4|111.4|5202.38|5202.38
149877|00517-4810-25|0|0|1125|1125
149877|00517-9305-25|0|0|7416.75|7416.75
149877|00517-9702-25|0|0|1424.64|1424.64
150008|00517-0031-25|0|0|38.52|38.52
150008|00517-0381-05|0|0|570.4|570.4
150008|00517-1004-25|0|0|210.64|210.64
150008|00517-2340-10|0|0|1950|1950
150008|00517-2340-99|0|0|5580|5580
150008|00517-4300-01|0|0|3603.25|3603.25
150008|00517-9305-25|0|0|2023.5|2023.5
150032|00517-0420-01|0|0|484.1|484.1
150032|00517-0650-01|0|0|28145.84|28145.84
150032|00517-0740-20|0|0|453.6|453.6
150032|00517-1004-25|0|0|114|114
150032|00517-2310-05|0|0|13680|13680
150032|00517-7604-25|0|0|1100|1100
150032|00517-9120-25|0|0|200|200
150032|00517-9702-25|0|0|716.56|716.56
150041|00517-0381-05|0|0|855.6|855.6
150041|00517-0650-01|0|0|2225.72|2225.72
150041|00517-1020-25|0|0|250|250
150041|00517-2310-05|0|0|9000|9000
150041|00517-2340-10|0|0|360|360
150041|00517-2340-25|880|880|3520|3520
150041|00517-4300-01|0|0|13255.92|13255.92
150041|00517-7604-25|0|0|550|550
150047|00517-0650-01|0|0|1599.88|1599.88
150224|00517-0374-05|0|0|1326.63|1326.63
150224|00517-1020-25|0|0|251.26|251.26
150224|00517-2340-10|0|0|1718.1|1718.1
150224|00517-9305-25|0|0|363.32|363.32
150258|00517-0720-01|0|0|114.63|114.63
150258|00517-0740-20|0|0|453.6|453.6
150258|00517-2340-25|0|0|8800|8800
150258|00517-4810-25|0|0|1502|1502
150258|00517-6710-10|0|0|109.4|109.4
150258|00517-7504-25|0|0|285|285
150258|00517-7604-25|0|0|2200|2200
150258|00517-9305-25|0|0|2642|2642
150305|00517-1045-05|0|0|137.6|137.6
150305|00517-1075-01|0|0|217.58|217.58
150305|00517-2102-25|0|0|786.75|786.75
150305|00517-6560-05|0|0|6547.5|6547.5
150305|00517-9305-25|0|0|6742.5|6742.5
150337|00517-6560-05|0|0|14578.2|14578.2
150337|00517-9302-25|0|0|12133|12133
150337|00517-9305-25|0|0|47556|47556
150499|00517-0650-01|0|0|799.94|799.94
150562|00517-0031-25|0|0|9.63|9.63
150562|00517-0650-01|0|0|23575|23575
150562|00517-0720-01|0|0|736.78|736.78
150562|00517-1004-25|0|0|315.96|315.96
150562|00517-1045-05|0|0|1444.5|1444.5
150562|00517-2310-05|1800|1800|8700|8700
150562|00517-2340-10|1800|1800|3600|3600
150562|00517-7315-25|0|0|675|675
150562|00517-7604-25|0|0|550|550
150562|00517-9302-25|0|0|20405.5|20405.5
150564|00517-0710-01|0|0|936|936
150564|00517-0720-01|0|0|917.04|917.04
150564|00517-0740-20|0|0|907.2|907.2
150564|00517-2502-10|0|0|369.5|369.5
150564|00517-4810-25|0|0|375|375
150564|00517-5601-25|0|0|570.75|570.75
150564|00517-7504-25|0|0|4554|4554
150564|00517-9305-25|0|0|8091|8091
150564|00517-9702-25|0|0|178.08|178.08
150592|00517-0650-01|0|0|3999.7|3999.7
150628|00517-1075-01|0|0|430.8|430.8
150628|00517-2340-10|0|0|180|180
150628|00517-8005-25|0|0|3700|3700
150628|00517-9305-25|0|0|78480|78480
150658|00517-0374-05|0|0|1320|1320
150658|00517-0740-20|0|0|907.2|907.2
150658|00517-0791-01|229.26|229.26|229.26|229.26
150658|00517-2102-25|0|0|262.5|262.5
150658|00517-2340-25|1320|1320|3520|3520
150658|00517-6101-25|0|0|461.57|461.57
150658|00517-7315-25|0|0|337.5|337.5
150658|00517-9305-25|0|0|660.5|660.5
150658|00517-9702-25|0|0|179.14|179.14
150668|00517-0374-05|0|0|6160|6160
150668|00517-0720-01|0|0|1528.4|1528.4
150668|00517-2340-25|0|0|16280|16280
150668|00517-5601-25|0|0|2283|2283
150668|00517-7315-25|0|0|2000|2000
150668|00517-9305-25|0|0|3963|3963
150668|00517-9702-25|0|0|1074.84|1074.84
150705|00517-0955-01|0|0|552.72|552.72
150705|00517-1004-25|0|0|1009|1009
150705|00517-2102-25|0|0|4500|4500
150705|00517-2310-05|0|0|1260|1260
150705|00517-6502-10|0|0|1754.4|1754.4
150705|00517-9305-25|0|0|30912|30912
150710|00517-0720-01|0|0|343.89|343.89
150710|00517-2340-25|0|0|17721.99|17721.99
150715|00517-0720-01|0|0|229.26|229.26
150715|00517-0955-01|0|0|178.24|178.24
150715|00517-6710-10|0|0|320.32|320.32
150715|00517-7604-25|0|0|376.75|376.75
150715|00517-9305-25|1348.5|1348.5|4045.5|4045.5
150716|00517-0031-25|0|0|107.25|107.25
150716|00517-0374-05|0|0|2698.6|2698.6
150716|00517-0720-01|0|0|1184.51|1184.51
150716|00517-0955-01|0|0|178.24|178.24
150716|00517-1001-25|0|0|192.33|192.33
150716|00517-2502-10|0|0|739|739
150716|00517-9305-25|0|0|2697|2697
150717|00517-0720-01|420.31|420.31|4852.67|4852.67
150717|00517-0955-01|0|0|122.54|122.54
150717|00517-9305-25|0|0|9439.5|9439.5
150718|00517-0031-25|0|0|19.26|19.26
150718|00517-0650-01|1725|1725|60949.75|60949.75
150718|00517-0720-01|0|0|1722.84|1722.84
150718|00517-1820-01|0|0|2574|2574
150718|00517-2310-05|0|0|689|689
150718|00517-4602-25|0|0|2397.66|2397.66
150718|00517-7305-25|0|0|890.5|890.5
150718|00517-9305-25|0|0|4045.5|4045.5
150731|00517-0420-01|0|0|111.46|111.46
150731|00517-1004-25|0|0|1261.25|1261.25
150731|00517-2340-10|0|0|2590|2590
150731|00517-4201-25|0|0|764|764
150731|00517-9305-25|0|0|17664|17664
150735|00517-2310-05|0|0|1125|1125
150749|00517-5601-25|0|0|570.75|570.75
150749|00517-7504-25|0|0|2565|2565
150749|00517-7604-25|0|0|275|275
150749|00517-9191-25|0|0|200|200
150766|00517-0381-05|0|0|1996.4|1996.4
150766|00517-0740-20|0|0|453.6|453.6
150766|00517-0799-01|0|0|37.1|37.1
150766|00517-2340-25|440|440|7480|7480
150766|00517-5601-25|0|0|570.75|570.75
150766|00517-7315-25|332.25|332.25|664.5|664.5
150766|00517-9305-25|0|0|2023.5|2023.5
150826|00517-0650-01|0|0|-2289.12|-2289.12
150826|00517-2340-99|0|0|540|540
150826|00517-2505-25|0|0|47011.5|47011.5
150826|00517-6560-05|0|0|108688.5|108688.5
150826|00517-9305-25|0|0|105857.25|105857.25
150851|00517-0710-01|0|0|1872|1872
150851|00517-0720-01|0|0|38.21|38.21
150851|00517-2340-10|1639.77|1639.77|4395.77|4395.77
150851|00517-5601-25|0|0|570.75|570.75
150851|00517-7305-25|0|0|445.25|445.25
150851|00517-9305-25|0|0|2022.75|2022.75
150852|00517-2310-05|0|0|2160|2160
150852|00517-9305-25|0|0|660.5|660.5
150853|00517-0710-01|0|0|936|936
150853|00517-0720-01|0|0|305.68|305.68
150853|00517-0955-01|0|0|824.36|824.36
150853|00517-4810-25|0|0|375|375
150853|00517-7305-25|0|0|2671.5|2671.5
150853|00517-9305-25|674.25|674.25|2022.75|2022.75
150853|00517-9702-25|0|0|178.08|178.08
150858|00517-2310-05|0|0|540|540
150858|00517-7604-25|0|0|550|550
150858|00517-9305-25|0|0|2944|2944
150887|00517-0650-01|0|0|1150|1150
150887|00517-1001-25|0|0|180.44|180.44
150887|00517-4300-01|0|0|5045.2|5045.2
150925|00517-0791-01|0|0|764.2|764.2
150925|00517-2340-10|360|360|5040|5040
150925|00517-7604-25|0|0|275|275
150925|00517-9702-25|0|0|673.2|673.2
150929|00517-0791-01|0|0|382.1|382.1
150929|00517-2310-05|0|0|3600|3600
150929|00517-2340-10|0|0|1800|1800
150929|00517-6710-10|0|0|984.6|984.6
150929|00517-7504-25|0|0|570|570
150929|00517-7604-25|0|0|550|550
150964|00517-0720-01|0|0|445.2|445.2
150964|00517-2310-05|0|0|6300|6300
150964|00517-2340-10|0|0|7020|7020
150968|00517-0650-01|0|0|7790.02|7790.02
150968|00517-0720-01|0|0|38.21|38.21
150968|00517-0740-20|0|0|453.6|453.6
150968|00517-2340-25|440|440|3080|3080
150968|00517-4300-01|0|0|16744.32|16744.32
150968|00517-9702-25|0|0|179.14|179.14
150975|00517-0650-01|0|0|2289.12|2289.12
151030|00517-1001-25|0|0|187.02|187.02
151030|00517-2310-05|0|0|1080|1080
151053|00517-0650-01|0|0|17598.68|17598.68
151053|00517-1004-25|0|0|252.25|252.25
151053|00517-4300-01|0|0|4200|4200
151090|00517-1045-05|0|0|481.5|481.5
151090|00517-6560-05|2137.1|2137.1|2137.1|2137.1
151090|00517-9305-25|0|0|30912|30912
151213|00517-0374-05|0|0|1320|1320
151213|00517-0650-01|0|0|4451.44|4451.44
151213|00517-0740-20|0|0|2721.6|2721.6
151213|00517-0791-01|0|0|5005.51|5005.51
151213|00517-1001-25|0|0|187.02|187.02
151213|00517-1004-25|0|0|114|114
151213|00517-2102-25|0|0|937.5|937.5
151213|00517-2310-05|0|0|17280|17280
151213|00517-2340-10|0|0|3240|3240
151213|00517-7604-25|275|275|2200|2200
151213|00517-9702-25|0|0|179.14|179.14
151222|00517-0791-01|0|0|1108.09|1108.09
151222|00517-1001-25|0|0|187.02|187.02
151222|00517-1004-25|0|0|114|114
151222|00517-1075-01|0|0|108.79|108.79
151222|00517-2310-05|0|0|3960|3960
151222|00517-2340-10|0|0|720|720
151222|00517-6710-10|0|0|164.1|164.1
151222|00517-9191-25|0|0|200|200
151222|00517-9702-25|0|0|1074.84|1074.84
151279|00517-0374-05|0|0|2023.95|2023.95
151279|00517-0650-01|0|0|3432.48|3432.48
151279|00517-0720-01|0|0|458.52|458.52
151279|00517-0740-20|0|0|1360.8|1360.8
151279|00517-0955-01|0|0|89.12|89.12
151279|00517-1004-25|0|0|118.56|118.56
151279|00517-2340-10|0|0|344.5|344.5
151279|00517-3030-01|0|0|750|750
151279|00517-5601-25|0|0|570.75|570.75
151279|00517-9305-25|0|0|1348.5|1348.5
151313|00517-0031-25|9.63|9.63|132.9|132.9
151313|00517-0650-01|0|0|8050|8050
151313|00517-1004-25|0|0|462.89|462.89
151313|00517-2310-05|0|0|1800|1800
151313|00517-2340-10|0|0|300|300
151319|00517-6560-05|0|0|6074.25|6074.25
151319|00517-9305-25|0|0|3302.5|3302.5
151338|00517-0720-01|0|0|382.1|382.1
151338|00517-4602-25|0|0|215.12|215.12
151338|00517-5601-25|0|0|1141.5|1141.5
151338|00517-7604-25|0|0|550|550
151338|00517-9305-25|0|0|1321|1321
151365|00517-2340-10|0|0|180|180
151365|00517-6560-05|0|0|10933.65|10933.65
151365|00517-9305-25|0|0|64068.5|64068.5
151377|00517-0720-01|0|0|1146.3|1146.3
151377|00517-0740-20|0|0|453.6|453.6
151377|00517-0955-01|0|0|111.4|111.4
151377|00517-1020-25|0|0|750|750
151377|00517-2310-05|0|0|4620|4620
151377|00517-2340-10|0|0|1650|1650
151377|00517-4002-25|0|0|831|831
151377|00517-9305-25|0|0|674.25|674.25
151386|00517-2340-10|0|0|360|360
151386|00517-6560-05|0|0|30371.25|30371.25
151386|00517-9302-25|0|0|1103|1103
151386|00517-9305-25|0|0|45574.5|45574.5
151398|00517-0031-25|0|0|159|159
151398|00517-0650-01|0|0|7999.4|7999.4
151398|00517-2310-05|0|0|16500|16500
151427|00517-6560-05|0|0|2429.7|2429.7
151427|00517-7350-25|0|0|5501|5501
151427|00517-9305-25|0|0|25099|25099
151484|00517-0130-01|0|0|2311.2|2311.2
151484|00517-0420-01|0|0|2391.2|2391.2
151484|00517-1045-05|0|0|4781.25|4781.25
151484|00517-1075-01|0|0|3263.7|3263.7
151484|00517-6101-25|0|0|47541.71|47541.71
151484|00517-6560-05|0|0|72891|72891
151484|00517-9302-25|0|0|2206|2206
151484|00517-9305-25|0|0|264200|264200
151490|00517-0710-01|0|0|1872|1872
151490|00517-0720-01|0|0|38.21|38.21
151490|00517-0955-01|0|0|22.28|22.28
151490|00517-3030-01|0|0|375|375
151490|00517-5601-25|0|0|1141.5|1141.5
151514|00517-1004-25|0|0|252.25|252.25
151517|00517-2505-25|0|0|2375.5|2375.5
151517|00517-4810-25|0|0|751|751
151517|00517-6560-05|0|0|2429.7|2429.7
151517|00517-7504-25|0|0|7552.5|7552.5
151517|00517-9305-25|0|0|10568|10568
151532|00517-0710-01|0|0|2340|2340
151532|00517-0720-01|0|0|764.2|764.2
151532|00517-1001-25|0|0|192.33|192.33
151532|00517-6710-10|0|0|640.64|640.64
151532|00517-9302-25|0|0|552.5|552.5
151532|00517-9305-25|0|0|2697|2697
151532|00517-9702-25|0|0|534.24|534.24
151533|00517-0720-01|0|0|229.26|229.26
151533|00517-7604-25|0|0|753.5|753.5
151533|00517-9305-25|0|0|2697|2697
151533|00517-9702-25|0|0|356.16|356.16
151570|00517-0955-01|0|0|300.78|300.78
151570|00517-5601-25|0|0|570.75|570.75
151570|00517-6710-10|0|0|1281.28|1281.28
151570|00517-9702-25|0|0|2136.96|2136.96
151586|00517-0650-01|36720|36720|306612|306612
151586|00517-0720-01|0|0|445.2|445.2
151586|00517-2340-10|0|0|17820|17820
151586|00517-2340-25|0|0|54560|54560
151586|00517-4810-25|0|0|330.75|330.75
151602|00517-2310-05|0|0|3600|3600
151602|00517-2340-25|0|0|440|440
151602|00517-7305-25|0|0|305|305
151611|00517-1004-25|0|0|117.37|117.37
151611|00517-2340-25|0|0|3520|3520
151670|00517-2340-25|0|0|1320|1320
151670|00517-2340-99|0|0|6120|6120
151689|00517-0420-01|0|0|7611.34|7611.34
151689|00517-0440-01|0|0|625.76|625.76
151747|00517-0374-05|0|0|3429.5|3429.5
151747|00517-0720-01|0|0|229.26|229.26
151747|00517-0740-20|0|0|2167.2|2167.2
151747|00517-1045-05|0|0|2407.5|2407.5
151747|00517-1075-01|0|0|217.62|217.62
151747|00517-2325-10|95|95|95|95
151747|00517-2340-10|0|0|14040|14040
151747|00517-4002-25|2062|2062|10341|10341
151747|00517-4810-25|0|0|375.5|375.5
151747|00517-5601-25|0|0|2526|2526
151747|00517-6502-10|0|0|34355|34355
151747|00517-6710-10|0|0|820.5|820.5
151747|00517-7504-25|0|0|427.5|427.5
151747|00517-7604-25|0|0|137.5|137.5
151747|00517-9120-25|0|0|600|600
151747|00517-9305-25|0|0|36762|36762
151747|00517-9702-25|0|0|336.6|336.6
151787|00517-0650-01|5850|5850|282100|282100
151787|00517-1004-25|0|0|504.5|504.5
151787|00517-2310-05|0|0|21390|21390
151819|00517-0740-20|0|0|453.6|453.6
151819|00517-0799-01|0|0|371|371
151819|00517-4002-25|0|0|631.31|631.31
151819|00517-6710-10|0|0|160.2|160.2
151819|00517-9702-25|0|0|421|421
151820|00517-0374-05|0|0|1349.3|1349.3
151820|00517-0720-01|0|0|76.42|76.42
151820|00517-0955-01|0|0|334.2|334.2
151820|00517-1001-25|0|0|192.33|192.33
151820|00517-5601-25|0|0|570.75|570.75
151820|00517-7604-25|0|0|376.75|376.75
151820|00517-9305-25|0|0|674.25|674.25
151820|00517-9702-25|0|0|356.16|356.16
151853|00517-6560-05|0|0|24880.5|24880.5
151853|00517-9305-25|0|0|42493.5|42493.5
151870|00517-0740-20|0|0|453.6|453.6
151870|00517-6560-05|0|0|7857|7857
151870|00517-7305-25|0|0|1335.75|1335.75
151870|00517-9302-25|0|0|18785|18785
151870|00517-9305-25|0|0|16856.25|16856.25
151885|00517-0720-01|0|0|715.87|715.87
151885|00517-2310-05|0|0|13380|13380
151885|00517-2340-10|0|0|1200|1200
151885|00517-7604-25|0|0|1441|1441
151885|00517-9120-25|0|0|600|600
151885|00517-9305-25|0|0|1981.5|1981.5
151886|00517-9120-25|0|0|400|400
152092|00517-0374-05|0|0|11000|11000
152092|00517-0381-05|0|0|285.2|285.2
152092|00517-1001-25|0|0|183.28|183.28
152092|00517-1030-01|0|0|4240|4240
152092|00517-9120-25|0|0|3800|3800
152092|00517-9702-25|0|0|168.3|168.3
152119|00517-0720-01|0|0|148.4|148.4
152130|00517-0720-01|0|0|778.34|778.34
152130|00517-2310-05|1500|1500|25200|25200
152130|00517-2340-10|0|0|900|900
152130|00517-2340-25|0|0|1630|1630
152130|00517-7305-25|0|0|598|598
152199|00517-1004-25|0|0|-114|-114
152199|00517-2502-10|0|0|362.1|362.1
152199|00517-2505-25|0|0|2375.5|2375.5
152199|00517-5601-25|0|0|1118.5|1118.5
152199|00517-6710-10|0|0|109.4|109.4
152199|00517-7315-25|0|0|2000.5|2000.5
152199|00517-7350-25|0|0|13751.25|13751.25
152199|00517-7604-25|0|0|2744.5|2744.5
152199|00517-9120-25|0|0|600|600
152199|00517-9305-25|0|0|6605|6605
