Account__c|Product__c|Daily_Sales__c|MTD_Sales__c|QTD_Sales__c|FYTD_Sales__c
104566|00517-1004-25|0|0|1140|1140
104566|00517-2340-10|0|0|5580|5580
104566|00517-5601-25|0|0|1141.5|1141.5
104566|00517-6560-05|0|0|8503.95|8503.95
104566|00517-7604-25|0|0|1237.5|1237.5
104566|00517-9120-25|0|0|1600|1600
104566|00517-9191-25|200|200|600|600
104566|00517-9305-25|0|0|12549.5|12549.5
104566|00517-9702-25|0|0|895.7|895.7
104579|00517-0720-01|0|0|152.84|152.84
104579|00517-0740-20|0|0|453.6|453.6
104579|00517-2340-10|0|0|5400|5400
104579|00517-4201-25|0|0|458.75|458.75
104579|00517-7604-25|550|550|825|825
104589|00517-0374-05|0|0|24200|24200
104589|00517-0420-01|0|0|387.28|387.28
104589|00517-0650-01|0|0|7790.02|7790.02
104589|00517-0710-01|0|0|1546.98|1546.98
104589|00517-0720-01|0|0|1299.14|1299.14
104589|00517-0740-20|0|0|453.6|453.6
104589|00517-0791-01|2330.81|2330.81|56627.22|56627.22
104589|00517-1004-25|0|0|456|456
104589|00517-1045-05|0|0|2476.8|2476.8
104589|00517-2340-25|0|0|29920|29920
104589|00517-2502-10|0|0|11454.5|11454.5
104589|00517-4201-25|0|0|974|974
104589|00517-4300-01|2790.72|2790.72|3488.4|3488.4
104589|00517-5601-25|0|0|570.75|570.75
104589|00517-6710-10|0|0|2188|2188
104625|00517-0799-01|0|0|37.1|37.1
104625|00517-1020-25|0|0|250|250
104625|00517-2310-05|0|0|0|0
104625|00517-4602-25|0|0|165.06|165.06
104625|00517-6101-25|0|0|307.54|307.54
104625|00517-7305-25|0|0|1525|1525
104735|00517-0720-01|0|0|152.84|152.84
104735|00517-0740-20|0|0|453.6|453.6
104888|00517-0374-05|0|0|880|880
104888|00517-2310-05|0|0|5760|5760
104888|00517-2340-10|720|720|4320|4320
104889|00517-0420-01|0|0|111.46|111.46
104889|00517-0740-20|0|0|3175.2|3175.2
104889|00517-4201-25|0|0|490.5|490.5
104889|00517-5601-25|0|0|570.75|570.75
104889|00517-6710-10|801|801|7289.1|7289.1
104890|00517-5601-25|0|0|1141.5|1141.5
104895|00517-0710-01|0|0|1872|1872
104895|00517-0720-01|0|0|1681.24|1681.24
104895|00517-0740-20|0|0|907.2|907.2
104895|00517-0955-01|0|0|1269.96|1269.96
104895|00517-1001-25|0|0|192.33|192.33
104895|00517-2502-10|0|0|369.5|369.5
104895|00517-4810-25|0|0|375|375
104895|00517-6710-10|0|0|160.16|160.16
104895|00517-9305-25|674.25|674.25|2022.75|2022.75
104895|00517-9702-25|0|0|3917.76|3917.76
104896|00517-0031-25|0|0|165.88|165.88
104896|00517-0740-20|0|0|983.87|983.87
104896|00517-0901-25|0|0|17.7|17.7
104896|00517-1820-01|0|0|642.6|642.6
104896|00517-6710-10|0|0|76.08|76.08
104896|00517-7315-25|1675.25|1675.25|17102.25|17102.25
104896|00517-9702-25|0|0|2735.41|2735.41
104899|00517-0740-20|0|0|1596|1596
104899|00517-2340-25|0|0|13316.72|13316.72
104899|00517-4201-25|0|0|1222.75|1222.75
104899|00517-4810-25|0|0|375.5|375.5
104899|00517-5601-25|0|0|559.25|559.25
104899|00517-6710-10|547|547|547|547
104899|00517-7604-25|0|0|9762.5|9762.5
104899|00517-9120-25|0|0|400|400
104900|00517-0374-05|0|0|8800|8800
104900|00517-0720-01|267.47|267.47|4394.15|4394.15
104900|00517-0740-20|0|0|907.2|907.2
104900|00517-1020-25|0|0|500|500
104900|00517-2340-25|3960|3960|18920|18920
104900|00517-6560-05|0|0|1214.85|1214.85
104900|00517-6710-10|0|0|2899.1|2899.1
104900|00517-7504-25|0|0|997.5|997.5
104900|00517-9120-25|0|0|1800|1800
104900|00517-9302-25|551.5|551.5|2757.5|2757.5
104900|00517-9305-25|660.5|660.5|11889|11889
104900|00517-9702-25|0|0|168.3|168.3
104904|00517-0720-01|0|0|87.5|87.5
104904|00517-0735-10|0|0|3051.48|3051.48
104904|00517-1001-25|0|0|414.5|414.5
104904|00517-1820-01|0|0|858.42|858.42
104904|00517-2102-25|0|0|525|525
104904|00517-3030-01|0|0|3975|3975
104904|00517-4601-25|0|0|223.5|223.5
104904|00517-6710-10|4484.48|4484.48|33473.44|33473.44
104904|00517-9305-25|0|0|2570|2570
104913|00517-0374-05|0|0|7040|7040
104913|00517-0650-01|0|0|6677.16|6677.16
104913|00517-1004-25|0|0|456|456
104913|00517-2340-10|0|0|540|540
104913|00517-4300-01|0|0|162559.44|162559.44
104913|00517-5601-25|0|0|570.75|570.75
104913|00517-6101-25|0|0|461.57|461.57
104913|00517-6710-10|0|0|109.4|109.4
104913|00517-7504-25|1140|1140|2850|2850
104913|00517-9120-25|0|0|2400|2400
104913|00517-9305-25|0|0|9247|9247
104924|00517-0031-25|0|0|167.53|167.53
104924|00517-0374-05|0|0|290.54|290.54
104924|00517-0381-05|0|0|4250.69|4250.69
104924|00517-0720-01|246.21|246.21|2512.25|2512.25
104924|00517-0740-20|0|0|3033.47|3033.47
104924|00517-1001-25|0|0|381.5|381.5
104924|00517-1030-01|0|0|3121.8|3121.8
104924|00517-1820-01|1192.25|1192.25|5913.56|5913.56
104924|00517-2310-05|0|0|4345|4345
104924|00517-4002-25|0|0|4365.21|4365.21
104924|00517-6710-10|0|0|1681.68|1681.68
104924|00517-9120-25|0|0|1640.72|1640.72
104924|00517-9702-25|0|0|701.34|701.34
104925|00517-0381-05|0|0|2404.05|2404.05
104925|00517-0720-01|0|0|2365.23|2365.23
104925|00517-0740-20|0|0|907.2|907.2
104925|00517-0955-01|0|0|54.55|54.55
104925|00517-1045-05|0|0|1651.2|1651.2
104925|00517-2102-25|0|0|2625|2625
104925|00517-6710-10|0|0|684.72|684.72
104925|00517-7315-25|0|0|675|675
104925|00517-7504-25|0|0|253|253
104925|00517-9302-25|0|0|15470|15470
104925|00517-9305-25|0|0|2697|2697
104926|00517-0720-01|0|0|229.26|229.26
104926|00517-1980-05|0|0|843.75|843.75
104926|00517-4810-25|0|0|330.75|330.75
104926|00517-7315-25|0|0|8000|8000
104926|00517-7604-25|0|0|9212.5|9212.5
104926|00517-9120-25|0|0|4400|4400
104926|00517-9191-25|600|600|5200|5200
104931|00517-4002-25|0|0|831|831
104931|00517-7315-25|0|0|8002|8002
104931|00517-7604-25|0|0|14401.75|14401.75
104931|00517-9120-25|600|600|6000|6000
104936|00517-1001-25|0|0|381.5|381.5
104936|00517-2051-25|0|0|3036|3036
104936|00517-5601-25|0|0|1401.25|1401.25
104936|00517-7305-25|0|0|445.5|445.5
104936|00517-7315-25|0|0|337.5|337.5
104936|00517-7604-25|0|0|1166|1166
104936|00517-9120-25|0|0|400|400
104942|00517-0374-05|0|0|440|440
104942|00517-0650-01|0|0|19457.52|19457.52
104942|00517-1001-25|0|0|187|187
104942|00517-2051-25|0|0|612|612
104942|00517-2340-10|0|0|5400|5400
104942|00517-2340-99|0|0|1440|1440
104942|00517-9305-25|0|0|674.5|674.5
104945|00517-0720-01|0|0|1705.98|1705.98
104945|00517-1004-25|0|0|105.32|105.32
104945|00517-2310-05|0|0|180|180
104945|00517-4601-25|0|0|55.37|55.37
104945|00517-7305-25|475.5|475.5|1725.5|1725.5
104945|00517-9302-25|0|0|552.25|552.25
104945|00517-9305-25|0|0|1410.5|1410.5
104947|00517-0720-01|0|0|626.85|626.85
104947|00517-0740-20|0|0|1024.8|1024.8
104947|00517-3030-01|0|0|3000|3000
104947|00517-9702-25|0|0|265.5|265.5
104953|00517-0710-01|0|0|515.66|515.66
104953|00517-0740-20|0|0|453.6|453.6
104953|00517-2502-10|0|0|369.5|369.5
104953|00517-4201-25|0|0|487|487
104953|00517-6101-25|0|0|2769.42|2769.42
104953|00517-6560-05|0|0|24297|24297
104953|00517-9305-25|0|0|32364.5|32364.5
104960|00517-0710-01|0|0|515.66|515.66
104960|00517-0720-01|0|0|191.05|191.05
104960|00517-0740-20|0|0|976.4|976.4
104960|00517-2102-25|0|0|1575|1575
104960|00517-2340-10|0|0|180|180
104960|00517-7315-25|0|0|337.5|337.5
104960|00517-7504-25|0|0|285|285
104965|00517-0440-01|0|0|152.44|152.44
104965|00517-0720-01|76.42|76.42|611.36|611.36
104965|00517-1980-05|0|0|66.5|66.5
104965|00517-2340-10|0|0|7380|7380
104965|00517-9120-25|0|0|800|800
104965|00517-9302-25|0|0|1103|1103
104965|00517-9305-25|0|0|3302.5|3302.5
104978|00517-0650-01|0|0|6695.9|6695.9
104978|00517-2102-25|0|0|1125|1125
104978|00517-2310-05|1926.59|1926.59|7849.77|7849.77
104978|00517-7604-25|0|0|137.5|137.5
104978|00517-9305-25|0|0|2642|2642
104993|00517-0720-01|0|0|1079.68|1079.68
104993|00517-2502-10|54.1|54.1|189.35|189.35
104993|00517-4810-25|0|0|330.75|330.75
104993|00517-6710-10|547|547|547|547
104993|00517-7305-25|0|0|891|891
104993|00517-7604-25|0|0|5364.58|5364.58
105006|00517-0374-05|0|0|880|880
105006|00517-0650-01|0|0|35611.52|35611.52
105006|00517-0740-20|0|0|1814.4|1814.4
105006|00517-0791-01|0|0|420.31|420.31
105006|00517-1004-25|0|0|228|228
105006|00517-2310-05|0|0|6660|6660
105006|00517-2340-25|0|0|1760|1760
105006|00517-4300-01|0|0|6976.8|6976.8
105006|00517-9305-25|0|0|660.5|660.5
105023|00517-0650-01|0|0|20700|20700
105023|00517-0720-01|0|0|9066.04|9066.04
105023|00517-0740-20|0|0|76.67|76.67
105023|00517-1004-25|0|0|756.75|756.75
105023|00517-1075-01|0|0|979.29|979.29
105023|00517-2340-10|0|0|32053.41|32053.41
105023|00517-2502-10|0|0|369.5|369.5
105023|00517-4810-25|0|0|173.03|173.03
105023|00517-6502-10|0|0|2313.6|2313.6
105023|00517-6560-05|0|0|1309.5|1309.5
105023|00517-7315-25|0|0|3000.75|3000.75
105023|00517-9305-25|0|0|6070.5|6070.5
105029|00517-0720-01|0|0|546.06|546.06
105029|00517-0740-20|0|0|984.4|984.4
105029|00517-1004-25|252|252|252|252
105029|00517-2310-05|0|0|990|990
105029|00517-2340-10|0|0|840|840
105029|00517-5601-25|0|0|0.25|0.25
105029|00517-6560-05|0|0|9718.8|9718.8
105029|00517-7604-25|0|0|825|825
105029|00517-9305-25|0|0|7265.5|7265.5
105029|00517-9702-25|0|0|895.35|895.35
105030|00517-0650-01|0|0|64545.88|64545.88
105030|00517-0740-20|0|0|907.2|907.2
105030|00517-0791-01|0|0|2139.76|2139.76
105030|00517-2310-05|0|0|14580|14580
105030|00517-2340-10|0|0|360|360
105030|00517-5601-25|0|0|1141.5|1141.5
105030|00517-9120-25|0|0|400|400
105050|00517-0374-05|0|0|3960|3960
105050|00517-0710-01|0|0|2578.3|2578.3
105050|00517-0720-01|0|0|3629.95|3629.95
105050|00517-0740-20|0|0|2721.6|2721.6
105050|00517-1001-25|0|0|1122.12|1122.12
105050|00517-2340-25|0|0|7920|7920
105050|00517-2502-10|0|0|-1378.8|-1378.8
105050|00517-4002-25|0|0|831|831
105050|00517-5601-25|1141.5|1141.5|3424.5|3424.5
105050|00517-6710-10|0|0|382.9|382.9
105050|00517-7604-25|0|0|550|550
105050|00517-9702-25|0|0|1433.12|1433.12
105052|00517-0374-05|0|0|871.62|871.62
105052|00517-0440-01|0|0|304.88|304.88
105052|00517-0720-01|0|0|1892.22|1892.22
105052|00517-0740-20|0|0|453.6|453.6
105052|00517-1004-25|0|0|219.32|219.32
105052|00517-6710-10|0|0|218.8|218.8
105052|00517-7504-25|0|0|1995|1995
105052|00517-7604-25|0|0|1787.5|1787.5
105052|00517-9302-25|0|0|1103|1103
105052|00517-9702-25|0|0|78.09|78.09
105055|00517-0374-05|0|0|880|880
105055|00517-0650-01|0|0|-11445.6|-11445.6
105055|00517-0720-01|0|0|74.2|74.2
105055|00517-0799-01|0|0|222.6|222.6
105055|00517-4300-01|0|0|7752|7752
105055|00517-4601-25|0|0|556.5|556.5
105055|00517-5601-25|0|0|570.75|570.75
105055|00517-7604-25|0|0|395.32|395.32
105055|00517-9702-25|0|0|421|421
105064|00517-0720-01|170.74|170.74|2457.83|2457.83
105064|00517-0955-01|0|0|1669.23|1669.23
105064|00517-3030-01|0|0|450|450
105064|00517-9305-25|0|0|8091|8091
105084|00517-0720-01|0|0|1356.25|1356.25
105084|00517-0740-20|0|0|453.6|453.6
105084|00517-1004-25|0|0|407.5|407.5
105084|00517-1045-05|0|0|412.8|412.8
105084|00517-1820-01|0|0|1907.6|1907.6
105084|00517-1980-05|0|0|143.04|143.04
105084|00517-2340-25|0|0|7218.8|7218.8
105084|00517-6560-05|0|0|14965.2|14965.2
105084|00517-6710-10|0|0|1601.6|1601.6
105084|00517-9305-25|0|0|9637.5|9637.5
105084|00517-9702-25|0|0|202.54|202.54
105109|00517-1004-25|0|0|715.14|715.14
105109|00517-2310-05|0|0|300|300
105109|00517-2340-10|0|0|150|150
105109|00517-4300-01|0|0|6433|6433
105112|00517-0374-05|440|440|1903.11|1903.11
105112|00517-0901-25|0|0|345|345
105112|00517-1820-01|0|0|714|714
105112|00517-2340-10|0|0|720|720
105112|00517-4002-25|0|0|631.31|631.31
105112|00517-6560-05|0|0|13095|13095
105112|00517-9302-25|1104.5|1104.5|21537.75|21537.75
105112|00517-9305-25|2023.5|2023.5|27654.5|27654.5
105117|00517-0720-01|0|0|4081|4081
105117|00517-0740-20|0|0|4082.4|4082.4
105117|00517-1004-25|0|0|352.11|352.11
105117|00517-1020-25|0|0|1000|1000
105117|00517-4002-25|0|0|1893.93|1893.93
105117|00517-4810-25|0|0|340.5|340.5
105117|00517-7350-25|0|0|13750|13750
105117|00517-9302-25|0|0|2761.25|2761.25
105117|00517-9305-25|0|0|28329|28329
105129|00517-0740-20|0|0|453.6|453.6
105129|00517-1004-25|0|0|234.74|234.74
105129|00517-6710-10|0|0|160.2|160.2
105129|00517-9305-25|0|0|2023.5|2023.5
105133|00517-0740-20|0|0|453.6|453.6
105133|00517-1004-25|0|0|228|228
105133|00517-1020-25|0|0|250|250
105133|00517-6710-10|0|0|218.8|218.8
105133|00517-7315-25|0|0|337.5|337.5
105133|00517-9702-25|0|0|716.56|716.56
105134|00517-0720-01|0|0|666.96|666.96
105134|00517-0740-20|0|0|1142.4|1142.4
105134|00517-1820-01|0|0|2031.94|2031.94
105134|00517-9702-25|0|0|265.5|265.5
105140|00517-0374-05|0|0|2200|2200
105140|00517-0650-01|0|0|81238.78|81238.78
105140|00517-0710-01|0|0|1546.98|1546.98
105140|00517-0720-01|0|0|267.47|267.47
105140|00517-0740-20|0|0|453.6|453.6
105140|00517-2340-10|0|0|3780|3780
105140|00517-4002-25|0|0|415.5|415.5
105140|00517-4810-25|0|0|992.25|992.25
105140|00517-7305-25|0|0|1782|1782
105140|00517-9120-25|0|0|200|200
105140|00517-9191-25|0|0|200|200
105140|00517-9702-25|0|0|358.28|358.28
105142|00517-0720-01|0|0|343.89|343.89
105142|00517-0740-20|0|0|1024.8|1024.8
105142|00517-9302-25|0|0|1886.25|1886.25
105142|00517-9305-25|0|0|6621.75|6621.75
105143|00517-0374-05|0|0|440|440
105143|00517-0650-01|0|0|1150|1150
105143|00517-0710-01|0|0|515.66|515.66
105143|00517-0720-01|0|0|142.64|142.64
105143|00517-1001-25|0|0|935.1|935.1
105143|00517-1980-05|0|0|33.25|33.25
105143|00517-2051-25|0|0|276|276
105143|00517-2102-25|0|0|525|525
105143|00517-4300-01|0|0|4452.5|4452.5
105143|00517-7604-25|0|0|275|275
105143|00517-9120-25|0|0|200|200
105143|00517-9305-25|0|0|660.5|660.5
105152|00517-0031-25|0|0|627|627
105152|00517-0650-01|0|0|95547.72|95547.72
105152|00517-0720-01|0|0|2865.75|2865.75
105152|00517-0735-10|0|0|1377|1377
105152|00517-0740-20|0|0|1814.4|1814.4
105152|00517-1001-25|0|0|1309.14|1309.14
105152|00517-4002-25|0|0|2077.5|2077.5
105152|00517-6710-10|0|0|656.4|656.4
105152|00517-7315-25|0|0|675|675
105152|00517-7604-25|0|0|8250|8250
105152|00517-9120-25|800|800|800|800
105152|00517-9702-25|0|0|358.28|358.28
105153|00517-0650-01|0|0|12650|12650
105153|00517-0720-01|890.4|890.4|2101.64|2101.64
105153|00517-1020-25|0|0|680|680
105153|00517-2102-25|0|0|1575|1575
105153|00517-2310-05|0|0|6480|6480
105153|00517-2340-10|0|0|6840|6840
105153|00517-3030-01|0|0|525|525
105153|00517-4300-01|0|0|1286.6|1286.6
105153|00517-6560-05|0|0|3928.5|3928.5
105153|00517-9305-25|0|0|1349|1349
105155|00517-2340-10|0|0|9000|9000
105155|00517-4810-25|0|0|992.25|992.25
105155|00517-7504-25|0|0|6127.5|6127.5
105155|00517-7604-25|0|0|3162.5|3162.5
105155|00517-9702-25|0|0|336.6|336.6
105165|00517-0720-01|0|0|2625|2625
105165|00517-4300-01|2339.97|2339.97|3899.95|3899.95
105165|00517-6710-10|202.1|202.1|404.2|404.2
105174|00517-0720-01|0|0|458.52|458.52
105174|00517-0740-20|0|0|1814.4|1814.4
105174|00517-5601-25|0|0|559.25|559.25
105174|00517-6710-10|0|0|382.9|382.9
105174|00517-7604-25|0|0|2887.5|2887.5
105177|00517-0650-01|0|0|8016.8|8016.8
105177|00517-0720-01|0|0|2177.97|2177.97
105177|00517-0740-20|0|0|1814.4|1814.4
105177|00517-2502-10|0|0|739|739
105177|00517-3030-01|0|0|4575|4575
105177|00517-5601-25|0|0|570.75|570.75
105179|00517-0650-01|0|0|24143.02|24143.02
105179|00517-0710-01|0|0|1872|1872
105179|00517-0720-01|0|0|2139.76|2139.76
105179|00517-0740-20|0|0|1360.8|1360.8
105179|00517-0955-01|0|0|2422.02|2422.02
105179|00517-1001-25|0|0|192.33|192.33
105179|00517-2310-05|0|0|689|689
105179|00517-3030-01|0|0|5325|5325
105179|00517-9702-25|0|0|174.07|174.07
105225|00517-0031-25|0|0|38.52|38.52
105225|00517-0650-01|3339.64|3339.64|23236.42|23236.42
105225|00517-0720-01|0|0|627.76|627.76
105225|00517-2102-25|0|0|262.5|262.5
105225|00517-2340-10|0|0|750|750
105225|00517-7604-25|0|0|139.58|139.58
105225|00517-9305-25|0|0|674.5|674.5
105230|00517-0720-01|0|0|333.9|333.9
105230|00517-1020-25|0|0|3000|3000
105230|00517-2340-10|0|0|6300|6300
105230|00517-4002-25|0|0|3156.55|3156.55
105230|00517-4602-25|0|0|220.08|220.08
105230|00517-4810-25|0|0|681|681
105230|00517-6710-10|0|0|80.1|80.1
105230|00517-7504-25|0|0|283.25|283.25
105250|00517-0650-01|0|0|6677.16|6677.16
105250|00517-1004-25|0|0|228|228
105250|00517-2310-05|0|0|3960|3960
105250|00517-2325-10|0|0|190|190
105250|00517-2340-10|0|0|1800|1800
105250|00517-2502-10|0|0|739|739
105250|00517-4300-01|0|0|28604.88|28604.88
105253|00517-0374-05|0|0|4400|4400
105253|00517-0720-01|0|0|1881.25|1881.25
105253|00517-0740-20|0|0|907.2|907.2
105259|00517-0650-01|0|0|1724.9|1724.9
105259|00517-0710-01|0|0|3463.2|3463.2
105259|00517-0720-01|0|0|2584.2|2584.2
105259|00517-2340-10|0|0|4020|4020
105275|00517-0740-20|0|0|453.6|453.6
105275|00517-0955-01|0|0|155.96|155.96
105275|00517-1980-05|0|0|99.75|99.75
105275|00517-2102-25|0|0|787.5|787.5
105275|00517-5601-25|0|0|570.75|570.75
105275|00517-6710-10|0|0|800.8|800.8
105275|00517-7604-25|0|0|1130.25|1130.25
105275|00517-9702-25|178.08|178.08|890.4|890.4
105278|00517-1980-05|0|0|33.25|33.25
105278|00517-2502-10|0|0|369.5|369.5
105278|00517-4810-25|330.75|330.75|1984.5|1984.5
105278|00517-6710-10|0|0|54.7|54.7
105278|00517-7504-25|0|0|506|506
105278|00517-9305-25|0|0|5284|5284
105283|00517-0374-05|0|0|2698.6|2698.6
105283|00517-0720-01|0|0|993.46|993.46
105283|00517-0955-01|178.24|178.24|1002.6|1002.6
105283|00517-4002-25|0|0|841.75|841.75
105283|00517-7305-25|0|0|445.25|445.25
105283|00517-9305-25|674.25|674.25|674.25|674.25
105283|00517-9702-25|0|0|356.16|356.16
105285|00517-0031-25|0|0|28.89|28.89
105285|00517-0374-05|0|0|2549.5|2549.5
105285|00517-0650-01|0|0|1725|1725
105285|00517-0720-01|0|0|712.77|712.77
105285|00517-0740-20|453.6|453.6|453.6|453.6
105285|00517-1001-25|0|0|180.44|180.44
105285|00517-2310-05|900|900|11100|11100
105285|00517-2340-10|150|150|150|150
105285|00517-4810-25|0|0|1877.5|1877.5
105285|00517-5601-25|842|842|5894|5894
105285|00517-6710-10|0|0|320.32|320.32
105285|00517-9305-25|0|0|2208|2208
105292|00517-0720-01|0|0|687.78|687.78
105292|00517-0955-01|144.82|144.82|1347.94|1347.94
105292|00517-1980-05|0|0|66.5|66.5
105292|00517-4002-25|0|0|831|831
105292|00517-4201-25|0|0|468|468
105292|00517-5601-25|0|0|570.75|570.75
105292|00517-9305-25|0|0|1348.5|1348.5
105292|00517-9702-25|0|0|534.24|534.24
105294|00517-0374-05|0|0|3960|3960
105294|00517-0420-01|0|0|96.82|96.82
105294|00517-0650-01|0|0|1112.86|1112.86
105294|00517-0710-01|0|0|6703.58|6703.58
105294|00517-0720-01|0|0|152.84|152.84
105294|00517-0740-20|0|0|453.6|453.6
105294|00517-0791-01|0|0|458.52|458.52
105294|00517-1004-25|0|0|684|684
105294|00517-2340-25|0|0|10560|10560
105294|00517-2502-10|1847.5|1847.5|43601|43601
105294|00517-4300-01|2790.72|2790.72|10465.2|10465.2
105294|00517-4810-25|0|0|661.5|661.5
105294|00517-6560-05|0|0|53453.4|53453.4
105294|00517-6710-10|0|0|16847.6|16847.6
105294|00517-7504-25|0|0|570|570
105294|00517-7604-25|0|0|550|550
105294|00517-9305-25|0|0|92470|92470
105294|00517-9702-25|0|0|2687.1|2687.1
105298|00517-0374-05|0|0|440|440
105298|00517-0720-01|0|0|458.52|458.52
105298|00517-0740-20|0|0|1814.4|1814.4
105298|00517-1004-25|0|0|228|228
105298|00517-2310-05|0|0|4320|4320
105298|00517-2340-25|0|0|3080|3080
105298|00517-4300-01|0|0|11162.88|11162.88
105298|00517-5602-25|0|0|638.75|638.75
105298|00517-7604-25|0|0|137.5|137.5
105298|00517-9702-25|0|0|537.42|537.42
105301|00517-0720-01|0|0|687.78|687.78
105301|00517-0740-20|0|0|453.6|453.6
105301|00517-1045-05|0|0|642|642
105301|00517-2340-10|0|0|10620|10620
105301|00517-2340-25|0|0|2756.72|2756.72
105301|00517-6502-10|0|0|385.4|385.4
105301|00517-7305-25|0|0|1426.5|1426.5
105301|00517-9302-25|0|0|7247|7247
105301|00517-9305-25|0|0|7265.5|7265.5
105301|00517-9702-25|0|0|336.6|336.6
105303|00517-0720-01|382.1|382.1|1757.66|1757.66
105303|00517-0740-20|0|0|1360.8|1360.8
105303|00517-1004-25|0|0|456|456
105303|00517-2340-10|0|0|4320|4320
105303|00517-2340-25|0|0|2200|2200
105303|00517-2505-25|0|0|2375.5|2375.5
105303|00517-3030-01|0|0|1200|1200
105303|00517-4002-25|0|0|415.5|415.5
105303|00517-5601-25|0|0|1677.75|1677.75
105303|00517-9302-25|0|0|1103|1103
105303|00517-9305-25|0|0|3002.5|3002.5
105305|00517-0720-01|0|0|1075.9|1075.9
105305|00517-0740-20|0|0|1360.8|1360.8
105305|00517-2310-05|0|0|540|540
105305|00517-4601-25|0|0|97.5|97.5
105305|00517-5601-25|0|0|570.75|570.75
105305|00517-7305-25|0|0|610|610
105305|00517-9305-25|0|0|2023.5|2023.5
105305|00517-9702-25|0|0|631.5|631.5
105307|00517-0720-01|0|0|2735.28|2735.28
105307|00517-0740-20|0|0|1024.8|1024.8
105307|00517-0955-01|207.29|207.29|1527.4|1527.4
105307|00517-7305-25|1335.75|1335.75|4007.25|4007.25
105307|00517-9302-25|0|0|4420|4420
105307|00517-9305-25|674.25|674.25|2697|2697
105317|00517-0740-20|0|0|907.2|907.2
105317|00517-0791-01|0|0|305.68|305.68
105317|00517-9305-25|0|0|5944.5|5944.5
105317|00517-9702-25|0|0|895.7|895.7
105325|00517-0374-05|0|0|2922.16|2922.16
105325|00517-0650-01|0|0|2300|2300
105325|00517-0720-01|38.21|38.21|2939.3|2939.3
105325|00517-0740-20|0|0|453.6|453.6
105325|00517-2310-05|0|0|3360|3360
105325|00517-2340-10|360|360|4590|4590
105325|00517-2502-10|0|0|27.05|27.05
105325|00517-6101-25|0|0|1104.54|1104.54
105325|00517-6710-10|0|0|3172.6|3172.6
105325|00517-7604-25|0|0|1652.08|1652.08
105325|00517-9120-25|0|0|400|400
105325|00517-9305-25|0|0|5284|5284
105325|00517-9702-25|0|0|156.18|156.18
105328|00517-9305-25|0|0|6745|6745
105329|00517-0031-25|0|0|318|318
105329|00517-0720-01|0|0|1986.92|1986.92
105329|00517-0740-20|0|0|522.8|522.8
105329|00517-4002-25|0|0|831|831
105331|00517-0720-01|0|0|37.1|37.1
105331|00517-1820-01|0|0|3427.2|3427.2
105331|00517-2310-05|0|0|1017.6|1017.6
105331|00517-2502-10|0|0|364|364
105331|00517-4810-25|0|0|681|681
105331|00517-6710-10|0|0|80.1|80.1
105331|00517-7305-25|0|0|299|299
105331|00517-9305-25|0|0|2943|2943
105332|00517-0602-01|0|0|766.7|766.7
105332|00517-0650-01|0|0|2800.72|2800.72
105332|00517-0720-01|114.63|114.63|898.1|898.1
105332|00517-2340-10|0|0|3666.59|3666.59
105332|00517-2340-25|0|0|1875|1875
105332|00517-3030-01|0|0|2475|2475
105332|00517-6710-10|0|0|218.8|218.8
105332|00517-9305-25|0|0|1321|1321
105332|00517-9702-25|0|0|234.27|234.27
105345|00517-0374-05|0|0|6726.45|6726.45
105345|00517-0720-01|0|0|403.4|403.4
105345|00517-0740-20|0|0|907.2|907.2
105345|00517-4810-25|0|0|375.5|375.5
105345|00517-6560-05|4274.2|4274.2|21371|21371
105345|00517-9305-25|0|0|2023.5|2023.5
105346|00517-0710-01|0|0|2649.44|2649.44
105346|00517-0720-01|0|0|860.24|860.24
105346|00517-0740-20|453.6|453.6|1478.4|1478.4
105346|00517-3030-01|0|0|375|375
105346|00517-5601-25|0|0|841.75|841.75
105346|00517-9305-25|0|0|1348.5|1348.5
105346|00517-9702-25|238.75|238.75|477.5|477.5
105348|00517-0720-01|0|0|556.5|556.5
105348|00517-1020-25|0|0|500|500
105351|00517-0650-01|575|575|2294.56|2294.56
105351|00517-0710-01|0|0|1994.49|1994.49
105351|00517-0740-20|0|0|1932|1932
105351|00517-1001-25|0|0|180.44|180.44
105351|00517-2340-10|0|0|300|300
105351|00517-5601-25|0|0|842|842
105351|00517-7305-25|0|0|598|598
105351|00517-7315-25|0|0|1000.25|1000.25
105351|00517-9305-25|0|0|3372.5|3372.5
105357|00517-0031-25|0|0|9.63|9.63
105357|00517-0374-05|0|0|4616.95|4616.95
105357|00517-0420-01|0|0|278.12|278.12
105357|00517-0650-01|0|0|36799.85|36799.85
105357|00517-0710-01|0|0|5445.56|5445.56
105357|00517-0720-01|0|0|2382|2382
105357|00517-0740-20|0|0|1814.4|1814.4
105357|00517-1001-25|0|0|943.44|943.44
105357|00517-1004-25|0|0|252.25|252.25
105357|00517-2340-10|300|300|28719.08|28719.08
105357|00517-5601-25|0|0|842|842
105357|00517-6560-05|1214.85|1214.85|18222.75|18222.75
105357|00517-6710-10|0|0|5637.5|5637.5
105357|00517-7315-25|0|0|4676|4676
105357|00517-7604-25|0|0|1339.25|1339.25
105357|00517-9120-25|0|0|400|400
105357|00517-9305-25|0|0|8096|8096
105357|00517-9702-25|0|0|1606.69|1606.69
105360|00517-0374-05|0|0|1320|1320
